,Zygote,2-cell,4-cell,8-cell,Morula,Blastocyst
Atad1,1.17950936,1.089060813,1.076145686,1.076517961,0.948459225,0.630306957
Gm6180,1.11089954,1.082748991,1.101808397,1.054305132,0.92345259,0.726785352
Lyrm4,0.989668497,1.066326066,1.097601282,1.115311046,1.011231924,0.719861187
Fam114a2,1.014069592,1.083802595,1.104729668,1.034696237,0.933982913,0.828718997
Nudt7,1.002275736,1.135732955,1.163394428,1.171662665,1.092371628,0.434562589
Nlrp9b,1.111791807,1.03010087,1.094424762,1.254496764,1.02838213,0.480803668
Pld1,0.93752787,1.225915628,1.178637254,1.092504673,0.953958226,0.611456351
Arcn1,1.011452882,1.006846067,1.079710999,1.070618791,0.980454431,0.850916831
Sod1,1.038932104,1.056297168,1.08684181,1.154546336,1.052421127,0.610961456
Tmed10,1.067913636,1.002982578,1.041687566,1.085464771,0.965238164,0.836713287
Ogdh,0.984671486,1.050588688,1.075770471,1.039521008,1.010266969,0.839181379
Dlgap4,1.236109421,1.135386093,1.078314946,1.194907632,0.874556562,0.480725349
Rab4b,1.169400649,1.192881577,1.091431231,1.119009529,0.888027866,0.53924915
Mtap,0.967137663,1.18869884,1.114556034,1.120635619,0.913216272,0.695755573
Mtch1,1.08757159,1.129651519,1.013142207,1.098976643,0.946183091,0.724474951
Map2k1,0.977957209,1.176390876,1.178195437,1.062767541,0.917429571,0.687259366
Pafah1b2,1.053118128,1.068815396,1.267623677,1.032691673,0.95506675,0.622684377
Pcmt1,1.067102465,1.183106964,1.152122073,1.044210096,0.905879735,0.647578669
Pgs1,1.104908088,1.016883286,1.063857618,1.043203353,1.023116705,0.748030952
Pex11b,1.18781425,1.039750223,1.090705917,1.261180752,1.060226037,0.360322821
Scrn3,0.975299798,1.174809026,1.091079349,1.075032101,0.949798308,0.73398142
Atg16l1,1.209557706,1.226196712,1.164655274,1.09081833,0.883703765,0.425068215
Rabggta,0.9870164,1.054687278,1.112850608,1.073136453,1.006873087,0.765436175
Hps5,1.078657433,1.160795385,1.1792081,1.043579219,0.898096593,0.639663272
Ski,1.212918709,1.169489446,1.154022286,1.103926591,0.881822399,0.47782057
Dbil5,0.942089792,1.290206168,1.247955111,1.10512256,0.920036204,0.494590167
Adsl,1.022370688,1.031751807,1.092868957,1.112605523,1.021325921,0.719077105
Bcl2l10,0.913838106,1.365680903,1.213333192,1.225641874,0.932913136,0.348592791
Pex13,1.193429936,1.143715139,1.033018325,1.165393138,0.931356455,0.53308701
Anxa6,0.958985685,1.126379169,1.184179174,1.109202193,0.94700638,0.674247401
Lypla2,1.033043451,1.097774052,1.120391611,1.018692269,0.946486779,0.78361184
Mlycd,0.989675226,1.078431936,1.082493164,1.103562778,1.014655558,0.731181339
Pex14,1.198671785,1.09911142,1.039008013,1.137230275,1.030710526,0.495267982
AU015836,1.07975893,1.243202607,1.216669309,1.08301447,0.851765209,0.525589475
Ywhae,1.012029259,1.07652507,1.153290588,1.197926172,1.006892565,0.553336347
Kdm2b,1.1582547,1.041932817,1.105614506,1.136010585,1.078382623,0.47980477
Fbxw15,1.326338399,1.249427928,1.170750795,1.190149565,0.838934874,0.22439844
Pgk1,1.016984381,1.07171951,1.1126096,1.197035079,0.985663477,0.615987953
Tspan6,0.986385047,1.196931303,1.054783569,1.153821583,0.972913017,0.635165482
Rragc,1.10747342,1.217559196,1.078550026,1.133502394,0.882109211,0.580805753
Cmpk2,1.020403102,1.142431088,1.054602703,1.030270173,0.986323722,0.765969214
Immt,1.033385894,1.064583046,1.001025277,1.054975948,0.985047348,0.860982488
Omt2a,0.939449471,1.395111066,1.274705046,1.143202871,0.915782929,0.331748618
Hrsp12,0.977653331,1.237430725,1.104430284,1.115978424,0.944357965,0.620149274
Abcd3,1.21328392,1.119872318,1.074680713,1.097957025,1.020064496,0.474141531
Bpgm,1.054919585,1.098037546,1.171674739,1.275840063,1.037202412,0.362325656
A2ld1,0.982389063,1.09434253,1.164032576,1.11115661,1.013154864,0.634924357
Ppme1,1.020969465,1.157171663,1.130487974,1.053571749,0.918959845,0.718839306
Cope,1.036155517,1.046924884,1.007777304,1.045952354,0.977001517,0.886188424
Eea1,1.070906056,1.150325019,1.053839204,1.035820646,0.984378705,0.704730372
Map2k2,0.976774814,1.116286228,1.092797219,1.059065339,1.007336236,0.747740165
Apoa1bp,0.969688911,1.114593667,1.11771351,1.115019597,0.962643946,0.720340371
Coasy,1.10689301,1.034065829,1.238206251,1.072455384,0.943701293,0.604678234
Dnaja3,1.079602385,1.113931252,1.11541789,1.054385625,0.91725026,0.719412588
Padi6,1.046201148,1.131015962,1.253867871,1.217598134,1.087048463,0.264268423
Pdk3,1.156250524,1.110108925,1.129107654,1.13035995,0.875480388,0.598692561
Gm9840,1.130014316,1.255179641,1.140822967,1.089412336,0.895473632,0.48909711
Arl8b,1.129597753,1.197864188,1.116651621,1.061680818,0.930582009,0.563623612
Avl9,0.986706358,1.080313787,1.126665521,1.048909541,0.997103175,0.760301619
Hsd17b4,1.023457256,1.119728596,1.11415096,1.105061289,1.066383924,0.571217978
Ampd3,0.948370174,1.304141575,1.39031055,1.170217707,0.895544584,0.291415412
Lancl1,1.03978681,1.186193002,1.098746427,1.090842472,0.908707723,0.675723567
Tbc1d15,1.000456533,1.378289998,1.271285844,1.166819399,0.839474447,0.34367378
Ywhag,1.071421844,1.072009069,1.136785193,1.217289198,1.030022156,0.472472543
Tsc22d4,1.214333001,1.246380471,1.273743372,1.079721656,0.86931978,0.316501723
Copg,1.055763886,1.068298033,1.049132121,1.092022728,0.930364825,0.804418408
Pls1,1.218042467,1.185494956,1.165346386,1.11980678,0.88207858,0.429230832
Kbtbd8,1.21547554,1.301907147,1.217712099,1.180624834,0.797172454,0.287107927
Chchd6,1.02623249,1.087195321,1.020345744,1.084204165,1.0117947,0.770227581
Tsc22d1,1.247792751,1.22369421,1.218658495,1.100418643,0.88859267,0.320843232
Ctps,0.998711825,1.132696812,1.203854465,1.088754986,0.915926693,0.660055221
Acy1,0.991645394,1.09374925,1.159206101,1.068312503,0.954955702,0.732131051
Tsc22d2,1.213101463,1.267896707,1.230179457,1.088006124,0.882611278,0.318204973
Gm3837;Pdcd5,1.112449809,1.105804631,1.058231321,1.113343414,0.922484607,0.687686221
Oas1e,1.283283825,1.219011306,1.192628359,1.153430324,0.872218034,0.279428154
Nlrp9a,1.119561812,1.078340938,1.106239264,1.234584859,1.021560183,0.439712946
Aldh7a1,1.054719141,1.084898851,1.149813174,1.172615109,1.048176289,0.489777437
Spry4,0.94762768,1.364671632,1.268297369,1.214016784,0.973302343,0.232084193
Vta1,1.014175367,1.196076744,1.154215727,1.098235874,0.898205281,0.639091009
Arhgdia,0.991734188,1.127779416,1.108346121,1.102252919,0.927893591,0.741993767
Gnpda2,1.064377624,1.078976371,1.119304559,1.222702569,1.00141031,0.513228568
Copa,1.03063514,1.109279903,1.151302424,1.056894024,0.920909653,0.730978858
2010106G01Rik,1.050491603,1.014075477,1.055374588,1.083568693,0.971624907,0.824864735
Ube2d3,1.309177183,1.191185117,1.259316117,1.151002204,0.870293385,0.219025995
Pafah1b1,1.118872619,1.179932694,1.090289876,1.0950929,0.917135547,0.598676366
Cog2,1.005254372,1.044761474,1.032583583,1.061684774,1.002946576,0.852769223
Pik3cb,1.039584355,1.047770099,1.179400656,1.145486179,0.99590863,0.591850082
Rraga,1.107019831,1.083642415,1.061542177,1.117491601,0.925804621,0.704499358
Polr2d,1.027141718,1.111458178,1.115410705,1.144130512,1.041056154,0.560802734
Ywhab,1.057477143,1.07501079,1.146981036,1.198666837,1.017499198,0.504364997
4931406C07Rik,0.973334151,1.174471031,1.229860712,1.125633859,0.957202147,0.539498101
Nutf2;Gm10349,1.02621423,1.03942247,1.09931235,1.117525609,0.995349471,0.722175872
E330009J07Rik,1.130633052,1.1341965,1.146948219,1.072208814,0.909350929,0.606662487
Rab2a,1.131131946,1.122906718,1.118006569,1.113797205,0.890973946,0.623183616
Skp1a,1.263920852,1.263117907,1.22762482,1.169075812,0.828708742,0.247551868
Senp8,1.181141435,1.263663107,1.14344701,1.146983804,0.868981723,0.395782923
Sirt5,1.0643528,1.12495626,1.097669349,1.068731684,0.918478893,0.725811015
Dnaja2,1.083128756,1.095344501,1.095716425,1.055253875,0.932707323,0.73784912
Esd,1.003306301,1.111446008,1.101941624,1.157527437,0.933021693,0.692756938
Cops8,1.135639476,1.257240599,1.190179347,1.069237332,0.914424592,0.433278656
Adh5,0.989933691,1.116597194,1.149549384,1.132083705,0.9285621,0.683273927
Mat1a,1.174659663,1.148788346,1.092508742,1.110202363,0.942849447,0.530991441
Aass,1.026995602,1.078131996,1.067829355,1.113209526,1.021172186,0.692661335
Nlrp4a,1.223902734,1.235875388,1.219914729,1.101506556,0.890564227,0.328236366
Tmsb15b2,1.169243424,1.298159198,1.142516352,1.117702919,0.916457759,0.355920349
Nlrp5,1.185690046,1.142195496,1.146975842,1.277299988,1.049117811,0.198720821
Cdk5,1.122990215,1.18544771,1.194581846,1.050219428,0.926174452,0.52058635
Gnpda1,1.008398095,1.109063666,1.115828635,1.180774653,0.96884028,0.617094672
LOC100503183,1.022647838,1.07311408,1.116348561,1.163821119,0.941428747,0.682639657
Nans,1.011566552,1.133968666,1.118869748,1.158396815,0.904961543,0.672236678
Vbp1,1.076292407,1.028786173,1.088915321,1.072864019,0.953690584,0.779451498
Rab22a,1.155603601,1.18827196,1.146319296,1.089843255,0.908545359,0.51141653
Heatr2,0.99384004,1.18300637,1.162289117,1.082204952,0.95763167,0.621027852
Acbd5,1.045519055,1.178400972,1.071118843,1.072573849,0.994511376,0.637875906
Ngly1,1.174749345,1.149751368,1.099501304,1.137750988,0.91562136,0.522625637
Rhot1,1.050354834,1.033799546,1.035273816,1.08609974,0.97678519,0.817686876
Gm9791,1.099346435,1.281325197,1.232079018,1.0779984,0.900958029,0.408292922
Fam162a,1.107101977,1.130188264,1.039065413,1.145973891,0.961710581,0.615959877
Gps1,1.105522105,1.088053737,1.065376132,1.186118702,0.978223321,0.576706004
Tmem168,1.105294304,1.202225358,1.196949207,1.169611717,0.82420182,0.501717596
Psmd5,1.054592735,1.076873474,1.114256467,1.168998059,1.013720937,0.571558328
Nap1l4,1.146385127,1.189546735,1.214178575,1.051302266,0.940781171,0.457806128
Acsl1,1.149070097,1.190820986,1.20324623,1.081924199,0.891930733,0.483007756
Tuba3b;Tuba3a,1.020684139,1.073548827,1.10057629,1.123363898,1.010000018,0.671826829
Paox,1.082690458,1.153122649,1.18472882,1.218185195,1.0617545,0.29951838
Nlrp14,1.14762004,1.108350642,1.179808455,1.270016715,1.026407651,0.2677965
Man2c1,1.050292275,1.062077229,1.048891493,1.123091641,0.954745122,0.760902241
Arih1,0.983188717,1.179430131,1.185954603,1.120412113,0.962044787,0.568969651
Copg2,1.026593042,1.082284787,1.051116035,1.107928266,0.945566911,0.786510962
Uchl1,1.137477173,1.132410533,1.123222051,1.294466842,0.973952253,0.338471149
Fis1,1.114066738,1.121274629,1.162291918,1.081900445,0.902208542,0.61825773
Lrrc47,1.001536416,1.065429296,1.110024231,1.054539055,0.985030051,0.783440953
Gm2423,1.028686683,1.09088532,1.182710799,1.20107108,0.959416837,0.537229282
Tuba1a,1.014454853,1.082958099,1.102274493,1.117828111,1.007776271,0.674708173
Nudt14,0.985959299,1.193173276,1.158468465,1.135257612,0.951269305,0.575872045
Glrx,1.097672473,1.062861944,1.243329721,1.160973946,0.916528239,0.518633679
Psmd10,1.129443646,1.092456357,1.139381454,1.104050946,0.908580798,0.626086801
Pde6d,1.103631203,1.066756408,1.161235516,1.143814079,0.899383029,0.625179767
Tle6,1.197145091,1.177902383,1.13968396,1.269703188,1.021312278,0.194253103
Acot7,1.011561741,1.10803902,1.135281509,1.059524707,0.950219348,0.735373676
Fbp3;Fbp1,1.003042327,1.235789095,1.211823791,1.12161207,0.926739222,0.500993495
Ttyh3,1.044201241,1.245573218,1.11021101,1.147226416,0.924615198,0.528172918
Ppp5c,0.991239513,1.11350577,1.124904133,1.09772467,0.973540191,0.699085725
Ogdhl,0.999843494,1.072136358,1.051754264,1.065676777,0.993079547,0.817509563
Myeov2,1.136687803,1.23985903,1.204050965,1.123221696,0.858559588,0.437620921
Tuba1b,1.015128241,1.080538985,1.108189342,1.114381977,1.004724114,0.677037343
Fbxw17,1.042277678,1.05608008,1.069738209,1.124601738,0.989776528,0.717525768
Tuba1c,1.016173125,1.080491085,1.108731157,1.115400505,1.005249305,0.673954825
Gpi1,1.024418184,1.068262814,1.103861881,1.071501146,0.936956551,0.794999426
Fbxw18,1.254980162,1.306091706,1.245770895,1.203062454,0.809598876,0.180495908
Mapre2,1.015924897,1.103001195,1.090749404,1.043214126,0.961078299,0.786032081
Tpd52,1.060459268,1.12381133,1.052655343,1.076063869,0.952913654,0.734096536
Rab4a,1.10944461,1.227560119,1.085758538,1.16004965,0.917611467,0.499575617
Slc35b2,1.095938224,1.063887752,1.208317249,1.130162489,0.921253581,0.580440705
Grhpr,1.010849755,1.049148615,1.099000831,1.084802262,0.96867217,0.787526368
Rrm2b,1.14400389,1.263679371,1.177409505,1.124169939,0.880478654,0.410258643
Rufy1,1.142859109,1.171498924,1.098834492,1.132696978,1.0114178,0.442692698
Gmds,1.070106384,1.116248505,1.166708919,1.215069705,1.01100284,0.420863649
AI314180,1.062483399,1.127733197,1.101225336,1.171047604,1.017216522,0.520293944
Tomm34,1.115597108,1.276133403,1.243142132,1.104180593,0.879816524,0.381130243
Nlrp4c,1.055869842,1.058625462,1.060036742,1.126103808,0.974550981,0.724813167
Gbe1,1.159689216,1.101464405,1.129851025,1.205982041,0.983052408,0.419960906
Gyg,1.186017585,1.343087341,1.277786049,1.125109121,0.868851491,0.199148414
Asna1,1.130213297,1.145109821,1.183884793,1.084068068,0.906249293,0.550474729
Ddb1,1.047982037,1.122944002,1.141079087,1.186011247,1.012079801,0.489903826
Rab1b,1.051629839,1.066513995,1.094080585,1.155206736,0.951577021,0.680991826
Gys1,1.148523177,1.115357947,1.114266082,1.206091375,0.983130796,0.432630624
Bspry,1.041150539,1.051274388,1.077233119,1.085784226,1.010923052,0.733634677
Polr2g,1.024343086,1.130769938,1.194851183,1.140619118,1.007009751,0.502406926
Blmh,1.026296609,1.104708255,1.11022271,1.078092419,0.928506034,0.752173974
D15Ertd621e,1.083062337,1.071749562,1.064129315,1.081347726,1.004257972,0.69545309
Nedd8,1.001016438,1.102693277,1.138178378,1.090758085,0.962875372,0.704478451
Myom2,1.129564108,1.129368879,1.157442921,1.08083134,0.921062261,0.581730493
Nlrp2,1.103996424,1.099593013,1.174851157,1.197212257,1.010432623,0.413914528
Hspa4l,1.150167889,1.174931988,1.151790935,1.108504465,0.902773778,0.511830946
Gdi2,1.091845746,1.142963102,1.195973364,1.079708374,0.909615527,0.579893888
Fbxw23,1.245744844,1.208761567,1.1671307,1.217970454,0.891851191,0.268541247
Iah1,1.088748992,1.15482573,1.141937423,1.080625762,0.91113209,0.622730005
1700066M21Rik,1.050183178,1.187158298,1.165978815,1.113416445,0.893892137,0.589371129
Slc12a9,1.131189025,1.252660657,1.187308143,1.1137392,0.892034245,0.423068732
Atg5,1.130383981,1.269058402,1.15488431,1.118593397,0.928905674,0.398174238
Pitrm1,1.007284426,1.074540735,1.068376161,1.068442599,0.99997369,0.781382391
Serpinb12,1.098278929,1.092260218,1.213733711,1.139856039,0.999497594,0.456373511
Gdi1,1.015302855,1.098371782,1.151640049,1.123206842,0.985179125,0.626299349
Copb2,1.036099802,1.081226013,1.041845894,1.069438623,0.958695406,0.812694264
Efha1,1.068967961,1.094220745,1.086860599,1.116742494,1.013971788,0.619236413
Daglb,1.12645103,1.159132095,1.100183122,1.142165609,0.908519249,0.563548897
Miox,1.189035872,1.220913901,1.191083265,1.115365191,0.916741651,0.366860121
Acbd7,1.144398466,1.111819475,1.267805873,1.136542123,0.918446037,0.420988027
Fsd1,1.143612086,1.133520094,1.128365666,1.089261209,0.960941423,0.544299523
Gstt2,1.095342536,1.180632871,1.219261236,1.08492599,0.907646044,0.512191323
Mms19,1.11805958,1.145051146,1.188539352,1.088854024,0.90643509,0.55306081
LOC100505147;Lsm7;Gm10146,1.106129881,1.141526933,1.158536668,1.071186164,0.926035505,0.596584851
Gm13023,1.205211907,1.315786023,1.226309267,1.220774674,0.815149827,0.216768303
Fbxw22,1.245659159,1.19528483,1.188038296,1.210929951,0.915602424,0.244485341
Pik3r1,1.120430579,1.120560051,1.201501152,1.093347765,0.920941303,0.54321915
Cul1,1.129673285,1.131494821,1.148393802,1.222675305,0.989079593,0.378683194
Rgn,1.053089963,1.132822553,1.173138224,1.188623288,1.001708559,0.450617414
Ywhaz,1.058541201,1.12956342,1.162455115,1.199166254,0.996145558,0.454128454
Ywhaq,1.031392662,1.116206658,1.177349829,1.185889882,0.960267859,0.528893112
Lcmt1,1.166515423,1.14372267,1.180968934,1.115946766,0.917959381,0.474886828
Gorasp2,1.036943784,1.068342633,1.151117505,1.115811268,0.957975692,0.66980912
Fbxw16,1.243076772,1.228146839,1.208559753,1.233930622,0.850165914,0.236120102
Lyplal1,1.0296746,1.117990348,1.1206344,1.165462097,0.977129016,0.589109541
Prdx5,1.025574595,1.125524398,1.151631219,1.136834501,0.998028543,0.562406745
Nlrp4b,1.211457658,1.169832502,1.201094102,1.181029806,0.888855406,0.347730527
Tubal3,1.012479938,1.099721855,1.11307598,1.116807059,0.949328923,0.708586248
Ada,1.037016741,1.135623139,1.161392622,1.15034339,1.003307209,0.512316901
Ldha,1.024595807,1.161835281,1.190042091,1.141147751,0.989737405,0.492641667
Clpb,1.045963576,1.047660376,1.074438312,1.055238493,0.955506209,0.821193034
Lsm1,1.142109862,1.113350226,1.198119399,1.175965303,0.987499856,0.382955356
Mvp,1.076983621,1.195948635,1.131897063,1.128543545,1.004576129,0.462051008
Cops7a,1.136714978,1.109312769,1.133854654,1.106129521,0.965069525,0.548918555
Dnaja4,1.179667634,1.16836024,1.184339707,1.139472914,0.90222932,0.425930187
Rab10,1.083578786,1.114498366,1.144170383,1.115570255,0.901115638,0.641066574
Plaa,1.0914882,1.088471057,1.127835388,1.165072131,0.980149801,0.546983425
Tuba4a,1.025751621,1.077604106,1.122241024,1.112961867,0.982408267,0.679033117
Gstm5,1.157554037,1.130944543,1.213364714,1.239638292,0.968860263,0.289638152
Nln,1.069453856,1.152648655,1.077617124,1.127186263,0.940533059,0.632561044
Gm10436,1.197161043,1.289155262,1.189104728,1.256763683,0.839676146,0.22813914
Npm2,1.018289441,1.111963778,1.149237218,1.125365955,0.943682604,0.651461006
Ireb2,1.094363146,1.125297653,1.175768963,1.083292354,0.925510545,0.595767341
Tubb5,1.022350878,1.065658106,1.086712405,1.080116834,0.997452494,0.747709284
Aldh9a1,1.042441725,1.160748786,1.156598431,1.16340861,0.998585399,0.478217049
Cbara1,1.0325362,1.089136778,1.085469616,1.07106845,1.005550079,0.716238878
Ttc9c,1.093384708,1.269252641,1.147249085,1.164966453,0.919440994,0.405706119
Tubb3,1.039689861,1.088619592,1.121091038,1.103106474,1.000936621,0.646556416
Hpca,1.090637403,1.169541947,1.202121736,1.094258847,0.912124885,0.531315183
Cops5,1.117414819,1.113683743,1.109728209,1.134522862,0.982568577,0.542081792
Rap1gds1,1.016282284,1.139388739,1.164088961,1.140784976,0.945040652,0.59441439
Cops6,1.094332639,1.085343752,1.124908847,1.15005735,0.978884148,0.566473265
Akr1a4,1.062888224,1.181958841,1.238860577,1.108456949,0.935024106,0.472811304
Ldhc,1.091885111,1.154803293,1.214902338,1.193446245,1.002719058,0.342243957
Fbxw20,1.227165467,1.227837546,1.199453633,1.21201398,0.882957141,0.250572234
C87977,1.199216395,1.302583491,1.211706902,1.244421928,0.831086612,0.210984673
Ttc38,1.119050871,1.141083711,1.138285503,1.116442844,0.907468733,0.577668339
Pycrl,1.080891144,1.114116428,1.223918874,1.206009535,0.938802518,0.436261502
Cops3,1.122322029,1.097248388,1.128396866,1.152392571,0.94229725,0.557342898
Glmn,1.127163242,1.121105529,1.137634264,1.187719908,0.963660079,0.46271698
Gstk1,1.07831625,1.063710319,1.119877034,1.096800915,0.978272139,0.663023343
Uchl3,1.020014677,1.16358776,1.165353991,1.152952256,0.95784175,0.540249568
Arl3,1.069006487,1.119089466,1.181572508,1.098438216,0.924006084,0.607887241
Fbxw13,1.226284029,1.224045533,1.204559777,1.206798147,0.904522753,0.233789762
Crabp2,1.026635642,1.198189899,1.220945459,1.177776925,0.942622832,0.433829244
Nudt5,1.214658268,1.21043141,1.196098055,1.195021658,0.910080057,0.273710553
Rpe,1.125466421,1.129979411,1.115746287,1.142362099,0.970111619,0.516334166
Fbxw24,1.157743252,1.162722565,1.214742478,1.288381507,0.906455157,0.269955042
Tubb2b,1.049482407,1.098518048,1.111166559,1.093906677,1.002040615,0.644885695
Tubb2c,1.027751104,1.093106978,1.099693384,1.081770236,0.996529657,0.701148642
Fbxw26,1.182608524,1.177189493,1.175743583,1.239701407,0.933854709,0.290902284
Anxa3,1.181089738,1.150102262,1.226803985,1.168007274,0.919012359,0.354984385
Galm,1.057303513,1.136002428,1.195839895,1.172263712,0.981140659,0.457449793
Pik3cd,1.123022738,1.112400991,1.185061748,1.171759193,0.969519106,0.438236226
Hpcal1,1.097521909,1.140871758,1.189438479,1.09570095,0.922277159,0.554189747
Dhrs3,1.051302849,1.083292143,1.078779286,1.042912674,0.982935854,0.760777195
2010002M12Rik,1.137751239,1.252380347,1.24013532,1.128347498,0.899736211,0.341649388
Fbxw21,1.222126582,1.222644278,1.201714805,1.227104248,0.899902539,0.22650755
2410004A20Rik,1.18258297,1.258060803,1.267689005,1.152501206,0.95350883,0.185657189
Tmed3,1.148373284,1.226070991,1.159236905,1.251281017,0.88393085,0.331106955
Pter,1.037559137,1.107499935,1.168070928,1.135077187,0.944765868,0.607026945
Crym,1.093674365,1.086874373,1.152652254,1.131733186,0.96974024,0.565325583
